id,Timestamp,Category,Money,Description,Details
796454560,2022-08-06T15:50:48.456506+00:00,contract,-530000,Jumbo jet contract from BackyardSpaceEmpire,"{""quantity"": 2, ""quality"": 6, ""price"": ""$265000.000""}"
796454383,2022-08-06T15:50:39.080868+00:00,sales,127558,Sales order fulfilled,"{""COGS"": ""$123,000"", ""items"": ""$122,276"", ""quality bonus"": ""$5,282"", ""search cost"": ""$28,472"", ""profit"": ""$-23,914""}"
796454054,2022-08-06T15:50:18.814279+00:00,contract,122000,Sub-orbital rocket contract signed by Sir Scrapalot,"{""quantity"": 1, ""quality"": 6, ""price"": ""$122000.000"", ""profit"": ""$-1000.00""}"
796453263,2022-08-06T15:49:32.940208+00:00,contract,-246000,Sub-orbital rocket contract from FR Aeronautics,"{""quantity"": 2, ""quality"": 6, ""price"": ""$123000.000""}"
796453020,2022-08-06T15:49:16.141512+00:00,sales,138744,Sales order fulfilled,"{""COGS"": ""$123,000"", ""items"": ""$120,710"", ""quality bonus"": ""$18,034"", ""search cost"": ""$28,472"", ""profit"": ""$-12,728""}"
796452627,2022-08-06T15:48:52.452919+00:00,contract,-123000,Sub-orbital rocket contract from FR Aeronautics,"{""quantity"": 1, ""quality"": 6, ""price"": ""$123000.000""}"
796452178,2022-08-06T15:48:28.633673+00:00,fees,-1514,Market fees selling Electronics research,{}
796452177,2022-08-06T15:48:28.630698+00:00,market,50440,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 130, ""quality"": 0, ""price"": ""$388.00"", ""buyer"": ""Cooked Lemon"", ""profit"": 12051}"
796450937,2022-08-06T15:47:09.902275+00:00,sales,358975,Sales order fulfilled,"{""COGS"": ""$312,000"", ""items"": ""$331,594"", ""quality bonus"": ""$27,381"", ""search cost"": ""$28,472"", ""profit"": ""$18,503""}"
796450832,2022-08-06T15:47:02.048962+00:00,contract,-123000,Sub-orbital rocket contract from FR Aeronautics,"{""quantity"": 1, ""quality"": 6, ""price"": ""$123000.000""}"
796450783,2022-08-06T15:46:58.239490+00:00,contract,-189000,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$37800.000""}"
796447062,2022-08-06T15:42:52.127430+00:00,sales,515282,Sales order fulfilled,"{""COGS"": ""$435,000"", ""items"": ""$467,155"", ""quality bonus"": ""$48,127"", ""search cost"": ""$28,472"", ""profit"": ""$51,810""}"
796446594,2022-08-06T15:42:23.748622+00:00,contract,-189000,Single engine plane contract from Aerospace Made in Biafra,"{""quantity"": 5, ""quality"": 5, ""price"": ""$37800.000""}"
796446371,2022-08-06T15:42:10.503296+00:00,fees,-600,Market fees selling Construction units,{}
796446370,2022-08-06T15:42:10.486096+00:00,market,20000,Construction units market order filled,"{""resource"": ""Construction units"", ""amount"": 8, ""quality"": 0, ""price"": ""$2500.00"", ""buyer"": ""Valenmyabuela.inc"", ""profit"": -613}"
796444774,2022-08-06T15:40:45.447945+00:00,contract,66000,Single engine plane contract signed by SASUKE,"{""quantity"": 2, ""quality"": 3, ""price"": ""$33000.000"", ""profit"": ""$-400.00""}"
796441958,2022-08-06T15:38:05.260234+00:00,market,1551,Bricks market order partially filled,"{""resource"": ""Bricks"", ""amount"": 660, ""quality"": 0, ""price"": ""$2.35"", ""buyer"": ""LebrasseurnCo"", ""profit"": ""$125"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
796441821,2022-08-06T15:37:56.141703+00:00,market,2197,Bricks market order partially filled,"{""resource"": ""Bricks"", ""amount"": 935, ""quality"": 0, ""price"": ""$2.35"", ""buyer"": ""CidyT"", ""profit"": ""$177"", ""fees"": ""$0"", ""remaining_fees"": ""$0""}"
796441770,2022-08-06T15:37:52.505585+00:00,fees,-479,Market fees selling Bricks,"{""remaining_fees"": ""$0""}"
796441769,2022-08-06T15:37:52.503372+00:00,market,1938,Bricks market order partially filled,"{""resource"": ""Bricks"", ""amount"": 825, ""quality"": 0, ""price"": ""$2.35"", ""buyer"": ""CUBA ELECTRONICS INC."", ""profit"": ""$-323"", ""fees"": ""$479"", ""remaining_fees"": ""$0""}"
796441637,2022-08-06T15:37:43.510186+00:00,fees,-258,Market fees selling Bricks,"{""remaining_fees"": ""$479""}"
796441635,2022-08-06T15:37:43.448188+00:00,market,258,Bricks market order partially filled,"{""resource"": ""Bricks"", ""amount"": 110, ""quality"": 0, ""price"": ""$2.35"", ""buyer"": ""Paratroopers Inc"", ""profit"": ""$-237"", ""fees"": ""$258"", ""remaining_fees"": ""$479""}"
796287925,2022-08-06T12:59:59.979133+00:00,sales,-18489,Restaurant wages,{}
796287723,2022-08-06T12:59:46.888774+00:00,market,-34800,Bought Lasagna on market,"{""amount"": 12, ""price"": ""$2900.00"", ""seller(s)"": ""XDCD Inc.""}"
796287213,2022-08-06T12:59:11.686019+00:00,sales,-18489,Restaurant wages,{}
796286203,2022-08-06T12:58:06.121249+00:00,market,-20000,Bought Butter on market,"{""amount"": 200, ""price"": ""$100.00"", ""seller(s)"": ""FGF MULTINATIONAL""}"
796285907,2022-08-06T12:57:44.035969+00:00,market,-7840,Bought Cheese on market,"{""amount"": 40, ""price"": ""$196.00"", ""seller(s)"": ""JSTDL""}"
796285216,2022-08-06T12:56:56.555941+00:00,market,-11970,Bought Coffee powder on market,"{""amount"": 190, ""price"": ""$63.00"", ""seller(s)"": ""SUN RESTAURANT CHAINS""}"
796284798,2022-08-06T12:56:31.290311+00:00,market,-25560,Bought Apple pie on market,"{""amount"": 60, ""price"": ""$426.00"", ""seller(s)"": ""QMark 22""}"
796284378,2022-08-06T12:56:02.127559+00:00,market,-28000,Bought Bread on market,"{""amount"": 100, ""price"": ""$280.00"", ""seller(s)"": ""1C Oil Company""}"
796283925,2022-08-06T12:55:35.508714+00:00,market,-6510,Bought Milk on market,"{""amount"": 420, ""price"": ""$15.50"", ""seller(s)"": ""Harlhnif""}"
796283514,2022-08-06T12:55:13.814971+00:00,market,-14720,Bought Cocktails on market,"{""amount"": 4, ""price"": ""$3680.00"", ""seller(s)"": ""The Private Equity Boutique""}"
796282643,2022-08-06T12:54:20.091680+00:00,market,-24000,Bought Salad on market,"{""amount"": 24, ""price"": ""$1000.00"", ""seller(s)"": ""No Limits Corp.""}"
796282431,2022-08-06T12:54:09.597374+00:00,market,-16900,Bought Salad on market,"{""amount"": 24, ""price"": ""$704.17"", ""seller(s)"": ""DefiWorld, Pacesetter Logistical""}"
796014622,2022-08-06T07:32:25.449462+00:00,contract,-7280,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$70.000""}"
796014561,2022-08-06T07:32:21.060142+00:00,contract,-11750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$47.000""}"
796014530,2022-08-06T07:32:19.339836+00:00,contract,-11750,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$47.000""}"
796014478,2022-08-06T07:32:15.552942+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
796014457,2022-08-06T07:32:14.165968+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
795844379,2022-08-06T04:02:27.428148+00:00,executive salaries,-20001,Executive salaries,{}
795777134,2022-08-06T02:39:56.350147+00:00,fees,-6948,Market fees selling Electronics research,{}
795777133,2022-08-06T02:39:56.347592+00:00,market,231600,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 579, ""quality"": 0, ""price"": ""$400.00"", ""buyer"": ""Altair Phoenix"", ""profit"": 60416}"
795459712,2022-08-06T00:05:19.530694+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
795459694,2022-08-06T00:05:19.496399+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
795459677,2022-08-06T00:05:19.435060+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
795459175,2022-08-06T00:05:18.227631+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
795458031,2022-08-06T00:05:15.068886+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
795458026,2022-08-06T00:05:15.053147+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
795457971,2022-08-06T00:05:14.922404+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
795457766,2022-08-06T00:05:14.373511+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
795457759,2022-08-06T00:05:14.358410+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
795457754,2022-08-06T00:05:14.344254+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
795457735,2022-08-06T00:05:14.292438+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
795448493,2022-08-06T00:04:48.472364+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
795448469,2022-08-06T00:04:48.408727+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
795441605,2022-08-06T00:04:30.292996+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
795440058,2022-08-06T00:04:25.272259+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
795440053,2022-08-06T00:04:25.257839+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
795437898,2022-08-06T00:04:19.510768+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
795420576,2022-08-06T00:03:34.726382+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
795419723,2022-08-06T00:03:32.714341+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
795419094,2022-08-06T00:03:31.311145+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
795417100,2022-08-06T00:03:26.422076+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
795417084,2022-08-06T00:03:26.384737+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
795416701,2022-08-06T00:03:25.386497+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
795018783,2022-08-05T17:34:54.665327+00:00,sales,51354,Restaurant revenue,"{""COGS"": ""$33588"", ""wages"": ""$18489"", ""occupancy"": ""51.35%"", ""rating"": ""7.57"", ""profit"": ""$-723""}"
795016699,2022-08-05T17:32:28.018230+00:00,sales,72500,Restaurant revenue,"{""COGS"": ""$40517"", ""wages"": ""$18489"", ""occupancy"": ""100.00%"", ""rating"": ""9.04"", ""profit"": ""$13494""}"
794502958,2022-08-05T08:25:33.715022+00:00,fees,-768,Market fees selling Electronics research,{}
794502957,2022-08-05T08:25:33.711893+00:00,market,25600,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 64, ""quality"": 0, ""price"": ""$400.00"", ""buyer"": ""EGUZHOLDING"", ""profit"": 6772}"
794362865,2022-08-05T05:33:28.443999+00:00,sales,-18489,Restaurant wages,{}
794362860,2022-08-05T05:33:28.375579+00:00,sales,41144,Restaurant revenue,"{""COGS"": ""$51566"", ""wages"": ""$18489"", ""occupancy"": ""41.14%"", ""rating"": ""7.17"", ""profit"": ""$-28911""}"
794361685,2022-08-05T05:32:18.716315+00:00,sales,-18489,Restaurant wages,{}
794361684,2022-08-05T05:32:18.594088+00:00,sales,43976,Restaurant revenue,"{""COGS"": ""$52181"", ""wages"": ""$18489"", ""occupancy"": ""60.66%"", ""rating"": ""8.18"", ""profit"": ""$-26694""}"
794281433,2022-08-05T04:03:56.830006+00:00,executive salaries,-20001,Executive salaries,{}
793918865,2022-08-05T00:06:17.108076+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
793918849,2022-08-05T00:06:17.071575+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
793918830,2022-08-05T00:06:17.026641+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
793918155,2022-08-05T00:06:15.468360+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
793916518,2022-08-05T00:06:11.789759+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
793916512,2022-08-05T00:06:11.774685+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
793916461,2022-08-05T00:06:11.651878+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
793916221,2022-08-05T00:06:11.011320+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
793916212,2022-08-05T00:06:10.993487+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
793916204,2022-08-05T00:06:10.975472+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
793916184,2022-08-05T00:06:10.924342+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
793903673,2022-08-05T00:05:41.151403+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
793903636,2022-08-05T00:05:41.058256+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
793892702,2022-08-05T00:05:10.529643+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
793890848,2022-08-05T00:05:05.448802+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
793890839,2022-08-05T00:05:05.430363+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
793887716,2022-08-05T00:04:57.674888+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
793864589,2022-08-05T00:04:03.398714+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
793863433,2022-08-05T00:04:00.553762+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
793862677,2022-08-05T00:03:58.756432+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
793860009,2022-08-05T00:03:52.531981+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
793859994,2022-08-05T00:03:52.498015+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
793859579,2022-08-05T00:03:51.516288+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
793442132,2022-08-04T17:28:52.127887+00:00,production,-62687,Production of Electronics research,"{""amount"": 221, ""price"": ""$283.65"", ""quality"": 0}"
793442069,2022-08-04T17:28:47.955763+00:00,production,-62687,Production of Electronics research,"{""amount"": 221, ""price"": ""$283.65"", ""quality"": 0}"
793441968,2022-08-04T17:28:43.190537+00:00,production,-31202,Production of Electronics research,"{""amount"": 110, ""price"": ""$283.65"", ""quality"": 0}"
793441900,2022-08-04T17:28:38.832737+00:00,production,-31202,Production of Electronics research,"{""amount"": 110, ""price"": ""$283.65"", ""quality"": 0}"
793441784,2022-08-04T17:28:30.177756+00:00,sales,-18489,Restaurant wages,{}
793441620,2022-08-04T17:28:20.383572+00:00,market,-9200,Bought Apple pie on market,"{""amount"": 20, ""price"": ""$460.00"", ""seller(s)"": ""Dutchapple""}"
793441316,2022-08-04T17:27:59.710899+00:00,market,-5920,Bought Bread on market,"{""amount"": 20, ""price"": ""$296.00"", ""seller(s)"": ""T O O K GROUP""}"
793440592,2022-08-04T17:27:23.768310+00:00,sales,-18489,Restaurant wages,{}
793440248,2022-08-04T17:27:03.832261+00:00,market,-12000,Bought Salad on market,"{""amount"": 12, ""price"": ""$1000.00"", ""seller(s)"": ""Weed86 Company""}"
793439842,2022-08-04T17:26:41.961643+00:00,market,-35760,Bought Hamburger on market,"{""amount"": 12, ""price"": ""$2980.00"", ""seller(s)"": ""RNR Global Capital Inc.""}"
793439520,2022-08-04T17:26:23.063457+00:00,market,-4320,Bought Butter on market,"{""amount"": 60, ""price"": ""$72.00"", ""seller(s)"": ""Hennings International""}"
793439184,2022-08-04T17:26:05.934538+00:00,market,-44680,Bought Meat balls on market,"{""amount"": 20, ""price"": ""$2234.00"", ""seller(s)"": ""Kalli C., AGG Holding Company""}"
793438746,2022-08-04T17:25:37.779510+00:00,market,-6200,Bought Milk on market,"{""amount"": 500, ""price"": ""$12.40"", ""seller(s)"": ""IcePlax Company""}"
793438151,2022-08-04T17:25:05.791150+00:00,market,-5720,Bought Cheese on market,"{""amount"": 40, ""price"": ""$143.00"", ""seller(s)"": ""Correct Concept""}"
792778426,2022-08-04T05:08:28.257361+00:00,fees,-9742,Market fees selling Electronics research,{}
792778425,2022-08-04T05:08:28.254426+00:00,market,324720,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 820, ""quality"": 0, ""price"": ""$396.00"", ""buyer"": ""Unicorn Processing"", ""profit"": 83597}"
792717907,2022-08-04T04:03:41.774948+00:00,executive salaries,-20001,Executive salaries,{}
792634226,2022-08-04T02:22:31.016943+00:00,production,-18438,Production of Electronics research,"{""amount"": 65, ""price"": ""$283.66"", ""quality"": 0}"
792341413,2022-08-04T00:05:14.768929+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
792341396,2022-08-04T00:05:14.736639+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
792341378,2022-08-04T00:05:14.703688+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
792340732,2022-08-04T00:05:13.432516+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
792338909,2022-08-04T00:05:09.737121+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
792338900,2022-08-04T00:05:09.721075+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
792338785,2022-08-04T00:05:09.464173+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
792338467,2022-08-04T00:05:08.786219+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
792338459,2022-08-04T00:05:08.770397+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
792338451,2022-08-04T00:05:08.755895+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
792338428,2022-08-04T00:05:08.709843+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
792326873,2022-08-04T00:04:42.269837+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
792326856,2022-08-04T00:04:42.216306+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
792317209,2022-08-04T00:04:19.970234+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
792315211,2022-08-04T00:04:15.672825+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
792315204,2022-08-04T00:04:15.655776+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
792312625,2022-08-04T00:04:09.408383+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
792289698,2022-08-04T00:03:16.953694+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
792288685,2022-08-04T00:03:14.531764+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
792287843,2022-08-04T00:03:12.676889+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
792285635,2022-08-04T00:03:06.512222+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
792285620,2022-08-04T00:03:06.480147+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
792285217,2022-08-04T00:03:05.610898+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
791140518,2022-08-03T04:03:51.953411+00:00,executive salaries,-20001,Executive salaries,{}
790764676,2022-08-03T00:05:48.957993+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
790764661,2022-08-03T00:05:48.926967+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
790764645,2022-08-03T00:05:48.895991+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
790764090,2022-08-03T00:05:47.618941+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
790762783,2022-08-03T00:05:44.227314+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
790762774,2022-08-03T00:05:44.212246+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
790762710,2022-08-03T00:05:44.090738+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
790762448,2022-08-03T00:05:43.436090+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
790762440,2022-08-03T00:05:43.419186+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
790762431,2022-08-03T00:05:43.404049+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
790762410,2022-08-03T00:05:43.362254+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
790750937,2022-08-03T00:05:10.281940+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
790750894,2022-08-03T00:05:10.199932+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
790741328,2022-08-03T00:04:48.612563+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
790739356,2022-08-03T00:04:44.257536+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
790739349,2022-08-03T00:04:44.243928+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
790736634,2022-08-03T00:04:37.720376+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
790712970,2022-08-03T00:03:40.772430+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
790711649,2022-08-03T00:03:38.036222+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
790710520,2022-08-03T00:03:35.628032+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
790708038,2022-08-03T00:03:30.085142+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
790708028,2022-08-03T00:03:30.050034+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
790707583,2022-08-03T00:03:28.908001+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
