id,Timestamp,Category,Money,Description,Details
790250321,2022-08-02T17:03:05.415417+00:00,contract,-492000,Satellite contract from Binh Co.,"{""quantity"": 8, ""quality"": 4, ""price"": ""$61500.000""}"
790240066,2022-08-02T16:53:20.784305+00:00,market,-117330,Bought Construction units on market,"{""amount"": 48, ""price"": ""$2444.38"", ""seller(s)"": ""KOYUNCUOGLU, Loom Coorp.""}"
790240051,2022-08-02T16:53:20.454753+00:00,market,-33408,Bought Reinforced concrete on market,"{""amount"": 192, ""price"": ""$174.00"", ""seller(s)"": ""HAKT Dienste""}"
790143692,2022-08-02T15:17:14.270843+00:00,bonds,25000,Bond call,"{""issuer"": ""BASIClNTERIORKING"", ""amount"": 5, ""interest"": 0.51}"
789636191,2022-08-02T05:53:18.347986+00:00,fees,-15778,Market fees selling Electronics research,{}
789636190,2022-08-02T05:53:18.345191+00:00,market,525920,Electronics research market order filled,"{""resource"": ""Electronics research"", ""amount"": 1384, ""quality"": 0, ""price"": ""$380.00"", ""buyer"": ""DiscoStu"", ""profit"": 137953}"
789627794,2022-08-02T05:43:34.653072+00:00,production,-62360,Production of Electronics research,"{""amount"": 221, ""price"": ""$282.17"", ""quality"": 0}"
789627716,2022-08-02T05:43:30.202346+00:00,production,-62360,Production of Electronics research,"{""amount"": 221, ""price"": ""$282.17"", ""quality"": 0}"
789627625,2022-08-02T05:43:25.041117+00:00,production,-62360,Production of Electronics research,"{""amount"": 221, ""price"": ""$282.17"", ""quality"": 0}"
789627477,2022-08-02T05:43:16.530934+00:00,production,-62360,Production of Electronics research,"{""amount"": 221, ""price"": ""$282.17"", ""quality"": 0}"
789627343,2022-08-02T05:43:07.075675+00:00,contract,-7280,Ginger beer contract from BUDWEISER BEER,"{""quantity"": 104, ""quality"": 9, ""price"": ""$70.000""}"
789627320,2022-08-02T05:43:04.841266+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
789627144,2022-08-02T05:42:57.315900+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
789627122,2022-08-02T05:42:56.153681+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
789627102,2022-08-02T05:42:55.079428+00:00,contract,-12375,Orange juice contract from Steffen Inc,"{""quantity"": 250, ""quality"": 7, ""price"": ""$49.500""}"
789533932,2022-08-02T04:02:26.304357+00:00,executive salaries,-20001,Executive salaries,{}
789148226,2022-08-02T00:04:53.579986+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
789148212,2022-08-02T00:04:53.559033+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
789148199,2022-08-02T00:04:53.537172+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
789147779,2022-08-02T00:04:52.776807+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
789147698,2022-08-02T00:04:52.647087+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
789146410,2022-08-02T00:04:49.971041+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
789146406,2022-08-02T00:04:49.961417+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
789146364,2022-08-02T00:04:49.863467+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
789146174,2022-08-02T00:04:49.294838+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
789146166,2022-08-02T00:04:49.280661+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
789146161,2022-08-02T00:04:49.267509+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
789146144,2022-08-02T00:04:49.217666+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
789135349,2022-08-02T00:04:28.130729+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
789135323,2022-08-02T00:04:28.088067+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
789126708,2022-08-02T00:04:09.529886+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
789125095,2022-08-02T00:04:05.630555+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
789125088,2022-08-02T00:04:05.615366+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
789123028,2022-08-02T00:04:00.473788+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
789100419,2022-08-02T00:03:09.439468+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
789099547,2022-08-02T00:03:07.404523+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
789099007,2022-08-02T00:03:06.086468+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
789097342,2022-08-02T00:03:01.819495+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
789097327,2022-08-02T00:03:01.780126+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
789097054,2022-08-02T00:03:01.089523+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
787943342,2022-08-01T04:02:11.528195+00:00,executive salaries,-20001,Executive salaries,{}
787582041,2022-08-01T00:07:09.190333+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
787582029,2022-08-01T00:07:09.154433+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
787582019,2022-08-01T00:07:09.118375+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
787581247,2022-08-01T00:07:07.233228+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
787579016,2022-08-01T00:07:01.577389+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
787579008,2022-08-01T00:07:01.556840+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
787578931,2022-08-01T00:07:01.388483+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
787578550,2022-08-01T00:07:00.448222+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
787578536,2022-08-01T00:07:00.421435+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
787578527,2022-08-01T00:07:00.403584+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
787578501,2022-08-01T00:07:00.344017+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
787565928,2022-08-01T00:06:27.824501+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
787565894,2022-08-01T00:06:27.758554+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
787555030,2022-08-01T00:05:59.993511+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
787551845,2022-08-01T00:05:51.912120+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
787551835,2022-08-01T00:05:51.894269+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
787548277,2022-08-01T00:05:43.188932+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
787548061,2022-08-01T00:05:42.447795+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
787516331,2022-08-01T00:04:09.823998+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
787514586,2022-08-01T00:04:05.173635+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
787513024,2022-08-01T00:04:00.990192+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
787510295,2022-08-01T00:03:54.584409+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
787510285,2022-08-01T00:03:54.554129+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
787509892,2022-08-01T00:03:53.632726+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
786343190,2022-07-31T04:02:35.383756+00:00,executive salaries,-20001,Executive salaries,{}
786022545,2022-07-31T00:09:09.173438+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
786022529,2022-07-31T00:09:09.135416+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
786022515,2022-07-31T00:09:09.099018+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
786021827,2022-07-31T00:09:07.405017+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
786019981,2022-07-31T00:09:02.345279+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
786019970,2022-07-31T00:09:02.326354+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
786019894,2022-07-31T00:09:02.157818+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
786019407,2022-07-31T00:09:01.104020+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
786019394,2022-07-31T00:09:01.079054+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
786019386,2022-07-31T00:09:01.062606+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
786019357,2022-07-31T00:09:00.996709+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
786001957,2022-07-31T00:08:14.319547+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
786001918,2022-07-31T00:08:14.218600+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
785984843,2022-07-31T00:07:29.044388+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
785983831,2022-07-31T00:07:26.606077+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
785979623,2022-07-31T00:07:15.010253+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
785979612,2022-07-31T00:07:14.987724+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
785974284,2022-07-31T00:06:59.613973+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
785938201,2022-07-31T00:05:18.511095+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
785936797,2022-07-31T00:05:13.504646+00:00,interest,-500,Bond interest payment,"{""bond value"": ""$100000"", ""interest"": ""0.5%"", ""owner"": ""Hexko""}"
785935337,2022-07-31T00:05:07.651297+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""AdiShop SARL.""}"
785932620,2022-07-31T00:04:57.878467+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Heux Inc""}"
785932605,2022-07-31T00:04:57.839653+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Dagny Enterprises""}"
785932184,2022-07-31T00:04:56.792861+00:00,interest,-450,Bond interest payment,"{""bond value"": ""$90000"", ""interest"": ""0.5%"", ""owner"": ""Founders company""}"
785458014,2022-07-30T16:48:59.024180+00:00,production,-31039,Production of Electronics research,"{""amount"": 110, ""price"": ""$282.17"", ""quality"": 0}"
785457867,2022-07-30T16:48:51.295182+00:00,production,-31039,Production of Electronics research,"{""amount"": 110, ""price"": ""$282.17"", ""quality"": 0}"
785457806,2022-07-30T16:48:46.104275+00:00,production,-31039,Production of Electronics research,"{""amount"": 110, ""price"": ""$282.17"", ""quality"": 0}"
785456269,2022-07-30T16:47:04.929952+00:00,production,-31039,Production of Electronics research,"{""amount"": 110, ""price"": ""$282.17"", ""quality"": 0}"
784769379,2022-07-30T04:02:38.067964+00:00,executive salaries,-20001,Executive salaries,{}
784420255,2022-07-30T00:08:00.724951+00:00,interest,127,Bond yield,"{""bond value"": ""$25000"", ""interest"": ""0.5%"", ""issuer"": ""BASIClNTERIORKING""}"
784400182,2022-07-30T00:07:07.556539+00:00,interest,-825,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SharkzInc.""}"
784400172,2022-07-30T00:07:07.523727+00:00,interest,-357,Bond interest payment,"{""bond value"": ""$70000"", ""interest"": ""0.5%"", ""owner"": ""Rune Store DUS""}"
784400156,2022-07-30T00:07:07.484849+00:00,interest,-255,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Green Electricity""}"
784399619,2022-07-30T00:07:05.888248+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Frosch Corb.""}"
784398405,2022-07-30T00:07:01.170646+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""SF AEROSPACE INDUSTRY""}"
784398399,2022-07-30T00:07:01.156607+00:00,interest,-790,Bond interest payment,"{""bond value"": ""$155000"", ""interest"": ""0.5%"", ""owner"": ""Deekshi Inc""}"
784398353,2022-07-30T00:07:01.036468+00:00,interest,-841,Bond interest payment,"{""bond value"": ""$165000"", ""interest"": ""0.5%"", ""owner"": ""Norsc Corp""}"
784398114,2022-07-30T00:07:00.163270+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""Chiong Liong SBN.BHD.""}"
784398109,2022-07-30T00:07:00.145137+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""HY Market Co.""}"
784398105,2022-07-30T00:07:00.126345+00:00,interest,-50,Bond interest payment,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""owner"": ""XTechi""}"
784398091,2022-07-30T00:07:00.052175+00:00,interest,50,Bond yield,"{""bond value"": ""$10000"", ""interest"": ""0.5%"", ""issuer"": ""HY Market Co.""}"
784387073,2022-07-30T00:06:26.050589+00:00,interest,-1100,Bond interest payment,"{""bond value"": ""$220000"", ""interest"": ""0.5%"", ""owner"": ""Gohard Enterprise""}"
784387045,2022-07-30T00:06:25.954481+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""E.Empires""}"
784376931,2022-07-30T00:05:54.751368+00:00,interest,-1025,Bond interest payment,"{""bond value"": ""$205000"", ""interest"": ""0.5%"", ""owner"": ""BAM Sim Company""}"
784374267,2022-07-30T00:05:46.418481+00:00,interest,-275,Bond interest payment,"{""bond value"": ""$55000"", ""interest"": ""0.5%"", ""owner"": ""Aewenion Arch""}"
784374262,2022-07-30T00:05:46.399764+00:00,interest,-250,Bond interest payment,"{""bond value"": ""$50000"", ""interest"": ""0.5%"", ""owner"": ""KAKAMIMI""}"
784371914,2022-07-30T00:05:38.349273+00:00,interest,-2575,Bond interest payment,"{""bond value"": ""$515000"", ""interest"": ""0.5%"", ""owner"": ""Husar Sky and Space""}"
784344518,2022-07-30T00:04:11.584190+00:00,interest,-25,Bond interest payment,"{""bond value"": ""$5000"", ""interest"": ""0.5%"", ""owner"": ""Fazenda Jardim""}"
